raw_smiles,smiles,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,gasa,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,logS,logD,logP,mp,bp,pka_acidic,pka_basic,caco2,MDCK,PAMPA,pgp_inh,pgp_sub,hia,f20,f30,f50,OATP1B1,OATP1B3,BCRP,BSEP,BBB,MRP1,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CYP2B6-inh,CYP2B6-sub,CYP2C8-inh,LM-human,cl-plasma,t0.5,BCF,IGC50,LC50DM,LC50FM,hERG,hERG-10um,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,H-HT,Neurotoxicity-DI,Ototoxicity,Hematotoxicity,Nephrotoxicity-DI,Genotoxicity,RPMI-8226,A549,HEK293,NR-AhR,NR-AR,NR-AR-LBD,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,FAF-Drugs4 Rule,Genotoxic_Carcinogenicity_Mutagenicity,Aggregators,Fluc,Blue_fluorescence,Green_fluorescence,Reactive,Other_assay_interference,Promiscuous
O=S(=O)(Nc1cscn1)c1cc(Cl)c(NCc2cc(F)ccc2F)cc1F,O=S(=O)(Nc1cscn1)c1cc(Cl)c(NCc2cc(F)ccc2F)cc1F,432.99,359.5337036403976,1.2043099036775498,5,2,71.09,6,3,6,11,0,19,0.3157894736842105,0,0,0.594,2.668,0.062,20.0,-2.442,"[(5, 6, 7), (1, 0, 2, 3), (14, 13, 11, 10, 9, 25, 24)]",['-'],['-'],['-'],0,1,1,0,-5.220012106058228,3.4788453526788667,3.9173555778867977,116.82008355359343,330.38180614050987,7.989398010412332,4.065965166127132,-5.569779878472789,2.6454313621243204e-05,0.022270066663622856,0.9671492576599121,0.0002462478878442198,0.00012993812561035156,0.001948714256286621,0.010202288627624512,0.0004730224609375,0.6168044805526733,0.5305911302566528,0.0012496082345023751,0.9999961853027344,0.34042656421661377,0.7447887063026428,99.46429103579487,0.5053087704215025,0.36743097928996804,0.9759216904640198,0.000568666378967464,0.7321500778198242,4.205427103443071e-05,0.9756989479064941,0.16251879930496216,0.0020382418297231197,0.0005601955344900489,0.044811561703681946,0.3945384621620178,0.9031293988227844,3.328005959701841e-08,0.9903613328933716,0.027904752641916275,1.6319374679404248,0.7836391384138272,1.3046912528329717,3.7011215368928188,5.225151501360522,4.641574716657995,0.31653931736946106,0.20534604787826538,0.9999974966049194,0.039099909365177155,0.21318764984607697,0.3121335208415985,0.06884492188692093,0.1444171518087387,1.1234643437774139e-07,0.012906942516565323,0.24027052521705627,0.9493581056594849,0.16659295558929443,0.7766238451004028,0.17412534356117249,0.876999020576477,0.9999998807907104,0.032539404928684235,0.06980972737073898,0.161000058054924,0.05142628028988838,0.19466829299926758,0.006742232944816351,0.0001277841511182487,0.002482777461409569,2.5085009838221595e-05,0.0005293777794577181,0.19182614982128143,1.0601635949569754e-05,3.0006851375219412e-05,0.04271330684423447,0.0008887097355909646,"[(11,)]","[(9, 10, 11, 13, 24, 25, 26)]",['-'],['-'],"[(4, 3), (4, 3)]","[(11, 12)]","[(14, 13, 11, 10, 9, 25, 24), (6, 5, 4, 8, 7)]","[(4, 3)]",0.965,0.001,0.015,0.845,0.047,0.462,0.09
C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl)c1ccccc1,C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl)c1ccccc1,411.03,364.6945709566393,1.127052697608898,5,2,71.09,6,3,6,9,0,19,0.3157894736842105,1,0,0.604,2.962,0.118,38.0,-2.121,"[(13, 14, 15), (8, 9, 10, 11), (2, 3, 4, 5, 7, 17, 18)]",['-'],['-'],['-'],0,1,1,0,-4.880153856913736,3.485741848795456,3.8169440814054627,133.95008771915815,313.54438727406506,8.124818763495167,4.008206111911856,-5.514393942976131,1.2583570274333347e-05,0.051500219851732254,0.6805936694145203,0.002518612425774336,1.5497207641601562e-06,0.0001239776611328125,0.003682374954223633,0.001991093158721924,0.3324248790740967,0.23459392786026,0.0011532732751220465,0.9997001886367798,0.15742766857147217,0.9873083233833313,98.80412303787747,0.4993625601224696,0.8203245616475001,0.9811169505119324,4.703250397142256e-06,0.5838603973388672,0.0001236296520801261,0.5738739967346191,0.0008761339704506099,0.0019005927024409175,0.00025637992075644433,0.2282753586769104,0.9741136431694031,0.9924391508102417,1.1268390665009065e-09,0.366311252117157,0.0563710480928421,3.3910245946849047,0.5522162533441596,1.084606181908908,3.643839136385349,5.004138995789191,4.574039243389029,0.15594172477722168,0.14031819999217987,0.9999964237213135,0.023786691948771477,0.15435494482517242,0.23123081028461456,0.38789454102516174,0.12629854679107666,1.658507972024381e-05,0.08051344752311707,0.3740570843219757,0.9340410828590393,0.09851938486099243,0.43395352363586426,0.08796786516904831,0.29343560338020325,0.9999995231628418,0.029125120490789413,0.10483483970165253,0.11144564300775528,0.013139492832124233,0.2343214899301529,0.007691213395446539,8.787661499809474e-05,0.012171328067779541,4.5525066525442526e-05,0.002714141272008419,0.1757926195859909,2.152735942217987e-05,8.424953557550907e-05,0.06912247091531754,0.003098270855844021,"[(5,)]","[(3, 4, 5, 7, 17, 18, 19)]",['-'],['-'],"[(3, 2), (3, 2)]","[(5, 6)]","[(2, 3, 4, 5, 7, 17, 18), (14, 13, 12, 16, 15)]","[(3, 2)]",0.951,0.009,0.194,0.725,0.061,0.717,0.03
COc1ccc(F)c([C@H](C)Nc2cc(F)c(S(=O)(=O)Nc3cscn3)cc2Cl)c1,COc1ccc(F)c([C@H](C)Nc2cc(F)c(S(=O)(=O)Nc3cscn3)cc2Cl)c1,459.03,396.848342085795,1.1566887178799448,6,2,80.32,7,3,6,11,0,19,0.3684210526315789,1,0,0.516,3.154,0.167,42.0,-1.964,"[(21, 22, 23), (16, 17, 18, 19), (10, 11, 12, 13, 15, 25, 26), (1, 2, 3, 4, 5, 7, 28)]",['-'],['-'],['-'],0,0,1,0,-5.251559710038597,3.6643934574729147,4.080270940948391,122.90258850619031,322.369761381195,8.158115296764736,4.000611277402866,-5.377021613773411,1.7940541972627412e-05,0.0068611325696110725,0.8186630606651306,0.00201036618091166,6.9141387939453125e-06,0.0001558065414428711,0.0008938908576965332,0.0016210079193115234,0.7661559581756592,0.7362089157104492,0.00424487330019474,0.9999929666519165,0.042563118040561676,0.9865036010742188,98.7302572984453,0.4772967181672678,0.9941239545462592,0.8536381125450134,0.0017706494545564055,0.4795275330543518,0.007178302388638258,0.6755371689796448,0.03295845165848732,0.0034267627634108067,0.00846527237445116,0.12619775533676147,0.956559956073761,0.9647398591041565,1.5347620774264215e-07,0.8821532726287842,0.13295690715312958,3.3881728556338473,0.5720491826923271,1.1151190020285533,3.6603880596814826,5.095434225053684,4.563459739270993,0.19029101729393005,0.12040146440267563,0.9999991655349731,0.05874406173825264,0.18370582163333893,0.2051364928483963,0.10450168699026108,0.31727296113967896,2.455339654261479e-06,0.05858059972524643,0.40579599142074585,0.9233672022819519,0.08638325333595276,0.6455292701721191,0.19354979693889618,0.6505234837532043,0.9999998807907104,0.04483664035797119,0.08547890186309814,0.13137592375278473,0.022772204130887985,0.27355775237083435,0.007862016558647156,6.402903818525374e-05,0.008845670148730278,5.033920388086699e-05,0.0012146761873736978,0.10388541966676712,2.0742716515087523e-05,8.569096098653972e-05,0.046001654118299484,0.0046607074327766895,"[(5,)]","[(4, 3, 2, 28, 7, 5, 6)]",['-'],['-'],"[(11, 10), (11, 10)]","[(5, 6)]","[(10, 11, 12, 13, 15, 25, 26), (22, 21, 20, 24, 23)]","[(11, 10)]",0.939,0.001,0.169,0.712,0.035,0.381,0.062
CC(C)N(C)Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1,CC(C)N(C)Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1,484.12,441.7993223274978,1.0957916310272895,6,2,74.33,9,3,6,11,0,19,0.47368421052631576,0,0,0.456,2.987,0.286,22.0,-1.938,"[(25, 26, 27), (20, 21, 22, 23), (14, 15, 16, 17, 19, 29, 31)]",['-'],['-'],['-'],0,1,1,0,-4.794198661173159,3.4584917490510065,3.9638075088666147,124.7117282262237,331.01492107237834,8.708917138535295,6.719624357940573,-5.336027069545202,2.3700871769595497e-05,0.015569286420941353,0.987991988658905,0.0017984075238928199,0.06020021438598633,0.5541771054267883,0.9351662695407867,0.9880457865074277,0.7387316823005676,0.9209365844726562,0.0005674049025401473,0.9999912977218628,0.009021421894431114,0.8209765553474426,93.39005455987058,1.0392774699405618,5.798053842520277,0.0004211242194287479,0.7226914763450623,0.23424333333969116,0.8817893266677856,0.02920573018491268,0.00875087920576334,0.010335183702409267,0.00040968734538182616,0.002923812484368682,0.9999321699142456,0.148772194981575,6.86360522195173e-07,0.9926096796989441,0.025413457304239273,2.9239933419373476,0.6705709193520881,1.17902772175506,3.6945951268887685,5.256099716560203,4.683700827582447,0.576285183429718,0.14828243851661682,0.9999629259109497,0.03186197951436043,0.23306407034397125,0.27757781744003296,0.18586820363998413,0.09911362081766129,1.765947210685681e-08,0.0001927371631609276,0.6848099827766418,0.9624403715133667,0.24605825543403625,0.9369823336601257,0.30030155181884766,0.6786175966262817,1.0,0.025240059942007065,0.01439680065959692,0.08125811815261841,8.537222311133519e-05,0.0005395123152993619,5.029679073231819e-07,4.674869380494329e-09,0.20711517333984375,7.645215305274178e-07,4.078343351920921e-08,9.964475611923262e-05,5.996834695487507e-10,3.349798305407603e-08,4.7244152483472135e-06,8.065076428920293e-08,"[(10,), (3,)]","[(9, 8, 7, 6, 12, 10, 11)]",['-'],['-'],"[(15, 14), (15, 14)]","[(10, 11)]","[(14, 15, 16, 17, 19, 29, 31), (26, 25, 24, 28, 27)]","[(15, 14)]",0.904,0.003,0.041,0.711,0.005,0.651,0.062
O=S(=O)(Nc1cscn1)c1cc(Cl)c(NCc2c(F)cccc2CN2CCC2)cc1F,O=S(=O)(Nc1cscn1)c1cc(Cl)c(NCc2c(F)cccc2CN2CCC2)cc1F,484.06,425.09038723199706,1.1387225271123802,6,2,74.33,8,4,6,11,0,23,0.34782608695652173,0,0,0.485,2.831,0.25,53.76,-2.249,"[(5, 6, 7), (1, 0, 2, 3), (14, 13, 11, 10, 9, 29, 28)]",['-'],['-'],['-'],0,1,1,0,-4.794359431611076,3.3759865010185925,4.01432281422343,125.73931073179548,318.04713616186234,8.523903821065302,7.123528058729686,-5.527714555942454,1.3246910398817471e-05,0.011963149532675743,0.7600133419036865,0.0008356482139788568,0.00016808509826660156,0.002194702625274658,0.013349294662475586,0.007566213607788086,0.1517137736082077,0.1618313193321228,6.169935659272596e-05,0.9998886585235596,0.09184105694293976,0.9850360155105591,98.80293063853638,1.0580142233067842,1.27587308352063,0.0007043723599053919,0.5636962652206421,0.006520821712911129,0.04036084935069084,0.004654016811400652,0.003307412378489971,0.010682091116905212,0.00013732582738157362,0.009457810781896114,0.9998780488967896,0.7564020752906799,1.862861864765364e-08,0.18251097202301025,0.0003395836683921516,2.6254579752061162,0.647983144886758,1.3058244912915429,3.902289240801178,5.35484261462368,4.869679354420382,0.8923393487930298,0.4064452052116394,0.9999924898147583,0.016002966091036797,0.4373489022254944,0.4515458345413208,0.2096523493528366,0.08466636389493942,1.3988181724045035e-09,5.249039168120362e-05,0.9416947364807129,0.9497324824333191,0.5573864579200745,0.7404808402061462,0.12457279115915298,0.7416232824325562,1.0,0.025613076984882355,0.0410606786608696,0.3250901997089386,0.0006641354993917048,0.021380966529250145,0.0018115461571142077,7.838352757971734e-05,0.011408890597522259,3.5682548968907213e-06,0.0016144565306603909,0.6382032036781311,4.1987030272139236e-05,1.7831227978604147e-06,0.0018353532068431377,0.0005836663767695427,"[(11,)]","[(9, 10, 11, 13, 28, 29, 30)]",['-'],['-'],"[(4, 3), (4, 3)]","[(11, 12)]","[(14, 13, 11, 10, 9, 29, 28), (6, 5, 4, 8, 7)]","[(4, 3)]",0.922,0.001,0.022,0.916,0.019,0.595,0.187
C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl)c1cc(F)ccc1F,C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl)c1cc(F)ccc1F,447.01,376.82968886425493,1.186238805512551,5,2,71.09,6,3,6,11,0,19,0.3157894736842105,1,0,0.545,3.183,0.118,42.0,-2.195,"[(13, 14, 15), (8, 9, 10, 11), (2, 3, 4, 5, 7, 17, 18)]",['-'],['-'],['-'],0,1,1,0,-5.228158592492105,3.713983284761012,4.117447744974269,122.61503440901913,321.80119815809894,8.015062236788662,3.3465660061656584,-5.3533116891573505,2.0241719369108222e-05,0.005209261551499367,0.9618436694145203,0.001676973421126604,2.384185791015625e-07,1.9073486328125e-05,0.0001499652862548828,6.687641143798828e-05,0.5369692444801331,0.24987220764160156,0.0010258977999910712,0.9999998807907104,0.49345850944519043,0.9931449890136719,98.98776580371225,0.4392064644440028,0.6375822666080677,0.9687999486923218,1.9813422113656998e-05,0.8230876326560974,0.00018589898536447436,0.7771374583244324,0.0003540034231264144,0.000895839708391577,2.1556039428105578e-05,0.23649612069129944,0.9782189726829529,0.999649167060852,2.676364962983513e-10,0.9777770042419434,0.04019739106297493,2.091990336893236,0.7323443090615167,1.1816575523156179,3.6018969077908167,5.137470653881037,4.579199814061498,0.1431453824043274,0.1303657591342926,0.9999983310699463,0.056286223232746124,0.31512343883514404,0.2893984019756317,0.16425983607769012,0.25104033946990967,9.618935109756421e-06,0.08643636852502823,0.35484322905540466,0.9392973184585571,0.1340237557888031,0.599310576915741,0.1449146419763565,0.8585008382797241,1.0,0.03013577125966549,0.08631982654333115,0.1249113529920578,0.01280491054058075,0.33727970719337463,0.007368855644017458,9.207893162965775e-05,0.004300657659769058,3.2436215406050906e-05,0.0009868249762803316,0.08938248455524445,4.614358658727724e-06,4.0088190871756524e-05,0.044938672333955765,0.002159890253096819,"[(5,)]","[(3, 4, 5, 7, 17, 18, 19)]",['-'],['-'],"[(3, 2), (3, 2)]","[(5, 6)]","[(2, 3, 4, 5, 7, 17, 18), (14, 13, 12, 16, 15)]","[(3, 2)]",0.955,0.005,0.072,0.753,0.048,0.479,0.096
CCC(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1Cl)c1ccccc1,CCC(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1Cl)c1ccccc1,407.05,375.9229972266889,1.08280153915282,5,2,71.09,7,3,6,8,0,19,0.3684210526315789,1,0,0.567,2.658,0.167,36.0,-2.084,"[(11, 12, 13, 14, 15, 16), (12, 16, 15), (8, 9, 10, 11), (3, 4, 5, 6, 7, 17, 18)]",['-'],['-'],['-'],0,1,1,0,-5.088986551893294,3.79931142744884,4.15280896153574,137.26525150435273,324.69228185088224,7.904650608442334,3.6479718304105524,-5.065897787067145,9.989290766694624e-06,0.4894520938396454,0.1842098981142044,0.0027096790727227926,0.006953418254852295,0.010027647018432617,0.27139681577682495,0.4637877345085144,0.6989918351173401,0.9479577541351318,0.008382918313145638,0.9998251795768738,0.6239069104194641,0.9804461598396301,99.03192106443029,0.3009521231394685,0.5411440786659939,4.1358191083418205e-05,3.809794725384563e-05,0.9899667501449585,0.949905514717102,0.8787800073623657,0.004439793061465025,0.003024182515218854,0.00035225972533226013,0.9856955409049988,0.5515527129173279,0.01809379830956459,5.098561572935978e-10,0.5461032390594482,0.6045365929603577,2.9001029591575924,0.6745328732102623,0.6918191969725285,3.3124033872045096,4.376723873416771,4.069894693481667,0.23986105620861053,0.23900023102760315,0.9999804496765137,0.015400406904518604,0.1461462676525116,0.04692845791578293,0.33380964398384094,0.14294378459453583,9.700934242573567e-06,0.027281947433948517,0.1356806606054306,0.8026981353759766,0.037786997854709625,0.24552609026432037,0.0577387735247612,0.1227923110127449,0.9999700784683228,0.023827191442251205,0.11578517407178879,0.14843355119228363,0.0005587592022493482,0.012787791900336742,1.2096950740669854e-05,1.064450003696038e-07,0.018164485692977905,3.3646205821469266e-09,1.4005950106366072e-06,0.19908015429973602,1.810660847922918e-07,4.628201622836059e-06,0.000349115754943341,7.901400749688037e-06,"[(18,)]","[(4, 5, 6, 7, 17, 18, 19)]","[(16, 15, 14, 13, 12, 11)]",['-'],"[(4, 3), (4, 3)]","[(18, 19)]","[(16, 15, 14, 13, 12, 11), (3, 4, 5, 6, 7, 17, 18), (16, 15, 14, 13, 12)]","[(4, 3)]",0.987,0.01,0.099,0.821,0.073,0.973,0.039
C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl)c1ccccc1F,C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl)c1ccccc1F,429.02,370.7621299104471,1.1571300448177497,5,2,71.09,6,3,6,10,0,19,0.3157894736842105,1,0,0.575,3.082,0.118,40.0,-2.151,"[(13, 14, 15), (8, 9, 10, 11), (2, 3, 4, 5, 7, 17, 18)]",['-'],['-'],['-'],0,1,1,0,-5.144782781972561,3.6940475386194778,4.104133291159418,125.9553345141153,318.39399320368875,8.020701128433688,3.71577324177517,-5.372720888446509,1.7592790828671338e-05,0.019433336332440376,0.8208368420600891,0.004889612551778555,7.152557373046875e-07,8.678436279296875e-05,0.002414703369140625,0.0009108781814575195,0.42974746227264404,0.19581031799316406,0.0010950518772006035,0.9999575614929199,0.15730048716068268,0.9973036050796509,98.92247240391019,0.503913718170525,0.7422211642920127,0.8712720274925232,4.431144043337554e-05,0.6796374320983887,8.424615953117609e-05,0.7150861024856567,0.0062626986764371395,9.959023009287193e-05,0.000420159864006564,0.47774261236190796,0.9992788434028625,0.9990254640579224,4.945504006315105e-10,0.7568303942680359,0.08293096721172333,2.9247036893915004,0.6427194210156515,1.0761163246696832,3.604665953972716,5.062398349062984,4.557640239348586,0.11779791116714478,0.10417496412992477,0.999998927116394,0.07062322646379471,0.19069504737854004,0.18438060581684113,0.37166911363601685,0.2475796937942505,1.6388174117309973e-05,0.11561762541532516,0.3664094805717468,0.938856303691864,0.10318082571029663,0.502128005027771,0.12025948613882065,0.544244110584259,0.9999998807907104,0.0316268727183342,0.047615792602300644,0.09162172675132751,0.011804662644863129,0.22510457038879395,0.0051452904008328915,8.000258821994066e-05,0.008301563560962677,3.552293492248282e-05,0.001050592982210219,0.11912303417921066,8.008159056771547e-06,4.142465695622377e-05,0.045287683606147766,0.0022676209919154644,"[(5,)]","[(3, 4, 5, 7, 17, 18, 19)]",['-'],['-'],"[(3, 2), (3, 2)]","[(5, 6)]","[(2, 3, 4, 5, 7, 17, 18), (14, 13, 12, 16, 15)]","[(3, 2)]",0.944,0.018,0.108,0.754,0.052,0.652,0.048
CN(Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1)C(C)(C)C,CN(Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1)C(C)(C)C,498.14,459.0953075513551,1.0850470301186366,6,2,74.33,9,3,6,11,0,19,0.47368421052631576,0,0,0.446,3.095,0.318,24.0,-1.657,"[(22, 23, 24), (17, 18, 19, 20), (11, 12, 13, 14, 16, 26, 28)]",['-'],['-'],['-'],0,1,1,0,-4.87843426676638,3.533109211189217,4.322010126688138,113.98307652212091,327.74826380128263,8.927458521660016,7.202523915609915,-5.445119206400613,2.1500287114446863e-05,0.08249803632497787,0.9964163303375244,0.0007221871055662632,0.489803671836853,0.8833014890551567,0.9839575793594122,0.996856594691053,0.9928655624389648,0.9888526201248169,0.00032691695378161967,0.9998993873596191,0.000792554987128824,0.1687879115343094,88.59266550130938,1.2114442013735434,8.028685165308868,3.899807052221149e-05,0.15804022550582886,0.079255111515522,0.515336811542511,0.0008405248518101871,0.001581302029080689,0.01208313275128603,0.000719511357601732,0.0005451981560327113,0.9886466860771179,0.0014644864713773131,1.7518794193094323e-09,0.4962753653526306,0.030565297231078148,3.129752171537884,0.657339534920543,1.3279422104689238,3.7847699409983764,5.362728016245454,4.771364853128047,0.3833334147930145,0.11923706531524658,0.9999749660491943,0.049638330936431885,0.183120459318161,0.2911723256111145,0.08304856717586517,0.19887208938598633,2.74385243415054e-08,0.0007348844083026052,0.4430779218673706,0.9570637345314026,0.17051048576831818,0.9287196397781372,0.2986128628253937,0.6640676259994507,1.0,0.02728356420993805,0.01654629409313202,0.06501271575689316,0.0008010520832613111,0.0004067934933118522,8.506242920702789e-06,4.742597425888562e-08,0.05502132698893547,5.345104000298306e-06,6.734010185027728e-07,0.0006205810932442546,4.0402947654172294e-09,1.512638760914342e-07,0.0006965541397221386,2.85097996766126e-07,"[(7,), (29,), (7, 8), (29,), (1,)]","[(6, 5, 4, 3, 9, 7, 8)]",['-'],['-'],"[(12, 11), (12, 11)]","[(7, 8)]","[(11, 12, 13, 14, 16, 26, 28), (23, 22, 21, 25, 24)]","[(12, 11)]",0.963,0.015,0.044,0.742,0.003,0.424,0.086
CC1(C)CCN1Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,CC1(C)CCN1Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,512.09,459.6823576797118,1.1140083830600342,6,2,74.33,8,4,6,11,0,23,0.34782608695652173,0,0,0.418,3.143,0.318,59.586,-1.764,"[(26, 27, 28), (21, 22, 23, 24), (15, 16, 17, 18, 20, 30, 31)]",['-'],['-'],['-'],0,1,1,1,-4.883697080516238,3.5207197103254684,4.398973764690235,115.24606428970768,313.37422566249927,8.726685284395952,7.0852139370612015,-5.606512367041704,2.2606431326610056e-05,0.008495952934026718,0.9562069177627563,0.0006673933821730316,0.0004878044128417969,0.03451639413833618,0.27617985010147095,0.09790551662445068,0.8539912104606628,0.6484314203262329,0.0002694090362638235,0.9999490976333618,0.035263221710920334,0.9654111266136169,98.4814538058923,1.068181471052773,1.39783862130463,1.9556111510610208e-05,0.6750996708869934,0.15327085554599762,0.062375474721193314,0.00019275334489066154,2.5344321329612285e-05,0.9010022282600403,8.371899639314506e-06,0.010293361730873585,0.999921441078186,0.999154806137085,1.5310898788811755e-06,0.694036602973938,0.001482682186178863,3.5076807153941933,0.5607017378271645,1.3889045182812612,3.981408592872647,5.555737266429902,4.999967637930769,0.605772078037262,0.30052295327186584,0.9999946355819702,0.0312002245336771,0.1918744444847107,0.3459346294403076,0.24096377193927765,0.1467684507369995,2.3925128544988183e-09,0.00025122991064563394,0.7627963423728943,0.9311025142669678,0.19642725586891174,0.8024618625640869,0.12108933180570602,0.4287664592266083,0.9999998807907104,0.03142257407307625,0.03642682731151581,0.26010918617248535,0.030082780867815018,0.04883737117052078,0.002274609636515379,0.00011714443098753691,0.025936977937817574,0.00011106247256975621,0.0017342021455988288,0.16128431260585785,9.170415978587698e-06,7.087853737175465e-05,0.01571912132203579,0.0011233488330617547,"[(11,)]","[(10, 9, 8, 7, 13, 11, 12)]",['-'],['-'],"[(16, 15), (16, 15)]","[(11, 12)]","[(15, 16, 17, 18, 20, 30, 31), (27, 26, 25, 29, 28)]","[(16, 15)]",0.986,0.069,0.013,0.949,0.01,0.321,0.041
